Bus ID,Bus Name,Bus Voltage (kV),Descriptive Powerflow Case,Sensitivity Case,Interconnection Type,Bus Interconnection Capacity (MW),Constraint Headroom (MW),Base Flow (MVA),Constraint Base Flow (MW),Number of Upgrades Assumed (Upgrades),Primary Limiting Constraint,Shift Factor (Number),Risk Level,Latitude (Degrees),Longitude (Degrees),County,ISO,State,Owner,Case Last Updated,Constraint Area,Constraint Type,Existing Overload Flag,Constraint AC Loading Ratio (Percentage),Constraint Voltage,Contingency Event,Contingency Event Facility,Contingency Name,Generator Modeling Assumptions,Interconnection Scenario,Study Year,Transmission Modeling Assumptions
ISO-NE_114735,BELLINGHM 20,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,918.75,888.0,337.0,347.0,0,114735 BELLINGHM 20  345  115016 NGR_3520_NST  345  1,0.97,High Risk Upgrade,42.091837,-71.483625,Norfolk,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,37.3,345,"BRANCH_OPEN 
BRANCH_OPEN","[101] 114734 BRAYTN POINT  345  114900 BERRY STREET  345  1  
[101] 114900 BERRY STREET  345  114865 BERRY STREET  115  1",BF_BERY_327,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114735,BELLINGHM 20,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,918.75,888.0,337.0,347.0,0,114735 BELLINGHM 20  345  115016 NGR_3520_NST  345  1,0.97,High Risk Upgrade,42.091837,-71.483625,Norfolk,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,37.3,345,"BRANCH_OPEN 
BRANCH_OPEN","[101] 114734 BRAYTN POINT  345  114900 BERRY STREET  345  1  
[101] 114900 BERRY STREET  345  114865 BERRY STREET  115  1",BF_BERY_327,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113986,SANDY POND,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,1651.3,853.0,187.0,-186.0,0,113986 SANDY POND    115  999967 SANDY POND _  115  2,-0.52,High Risk Upgrade,42.568514,-71.530455,Middlesex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,55.02,115,"BRANCH_TOISL 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ","[101] 113274 AYER          115  113375 AYER B1      13.8  1  
[101] 113274 AYER          115  113320 AYER         69.0  4  
[101] 113274 AYER          115  113986 SANDY POND    115  1  
[101] 113950 SANDY POND    345  999968 SANDY POND    115  1  
[101] 113986 SANDY POND    115  999968 SANDY POND    115  1  
[101] 114061 PHII HVDC SS 23.0  999968 SANDY POND    115  1  
[101]113375 AYER B1      13.8  -> 113382 AYER B2      13.8 
[101]113375 AYER B1      13.8  -> 113382 AYER B2      13.8 
[101]113375 AYER B1      13.8  -> 113382 AYER B2      13.8 
[101]113375 AYER B1      13.8  -> 113382 AYER B2      13.8",BF_SNDPD_37W,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113986,SANDY POND,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,1651.3,853.0,187.0,-186.0,0,113986 SANDY POND    115  999967 SANDY POND _  115  2,-0.52,High Risk Upgrade,42.568514,-71.530455,Middlesex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,55.02,115,"BRANCH_TOISL 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ","[101] 113274 AYER          115  113375 AYER B1      13.8  1  
[101] 113274 AYER          115  113320 AYER         69.0  4  
[101] 113274 AYER          115  113986 SANDY POND    115  1  
[101] 113950 SANDY POND    345  999968 SANDY POND    115  1  
[101] 113986 SANDY POND    115  999968 SANDY POND    115  1  
[101] 114061 PHII HVDC SS 23.0  999968 SANDY POND    115  1  
[101]113375 AYER B1      13.8  -> 113382 AYER B2      13.8 
[101]113375 AYER B1      13.8  -> 113382 AYER B2      13.8 
[101]113375 AYER B1      13.8  -> 113382 AYER B2      13.8 
[101]113375 AYER B1      13.8  -> 113382 AYER B2      13.8",BF_SNDPD_37W,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_119064,CARD STREET,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,3192.26,851.0,375.0,383.0,0,119064 CARD STREET   345  119077 MANCHESTER    345  1,0.27,High Risk Upgrade,41.702154,-72.234217,New London,ISO-NE,CT,CT_CL&P,2026-06-27,ISO-NE,Branch,False,30.6,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117002,OCEAN STATE,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,868.45,836.0,593.0,-605.0,0,117000 SHERMAN ROAD  345  117002 OCEAN STATE   345  1,0.96,High Risk Upgrade,42.009621,-71.669579,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,41.5,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100088,YARMOUTH,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,867.66,835.0,599.0,-613.0,0,100007 RAVEN FARM    345  100088 YARMOUTH      345  1,0.96,High Risk Upgrade,43.751201,-70.155455,Cumberland,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,41.79,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100092,ALBION ROAD,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,912.6,791.0,382.0,-388.0,0,100053 CMP_388_MPC   345  103005 BHE_388_MPC   345  1,0.87,High Risk Upgrade,44.572783,-69.509846,Kennebec,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,44.63,345,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_IN_ISLAND","[101] 100005 COOPERS MILL  345  100092 ALBION ROAD   345  1  
[101] 100092 ALBION ROAD   345  999993 ALBIONRD T1   115  1  
[101] 100247 ALBION ROAD   115  999993 ALBIONRD T1   115  1  
[101] 100249 ALBION RD_R  13.8  999993 ALBIONRD T1   115  1",BF_ALBI_24T1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_119983,UNCASVILLE35,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,28.0,779.0,143.0,-142.0,0,119718 MONTVILLE     115  119180 MONTVILE_364  345  1,-0.54,High Risk Upgrade,41.429074,-72.116043,New London,ISO-NE,CT,CT_CL&P,2026-06-27,ISO-NE,Transformer,False,43.72,115/345,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL","[101] 119718 MONTVILLE     115  119709 MONTVILLE    69.0  2  
[101] 119718 MONTVILLE     115  119181 MONTVILE_371  345  2  
[101] 119718 MONTVILLE     115  121645 MONTVILLE_G5 13.8  1",BF_MONTV_9T,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_119718,MONTVILLE,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,1447.21,777.0,143.0,-142.0,0,119718 MONTVILLE     115  119180 MONTVILE_364  345  1,-0.54,High Risk Upgrade,41.428888,-72.104224,New London,ISO-NE,CT,CT_CL&P,2026-06-27,ISO-NE,Transformer,False,43.29,115/345,"BRANCH_TOISL 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_IN_ISLAND","[101] 119718 MONTVILLE     115  119983 UNCASVILLE35  115  1  
[101] 119718 MONTVILLE     115  119709 MONTVILLE    69.0  2  
[101] 119718 MONTVILLE     115  119181 MONTVILE_371  345  2  
[101] 121834 UNCASVILLE1X 13.2  119983 UNCASVILLE35  115  1",BF_MONTV_24T,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_119719,MONTVILLE_C,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,777.0,143.0,-142.0,0,119718 MONTVILLE     115  119180 MONTVILE_364  345  1,-0.54,High Risk Upgrade,41.428888,-72.104224,New London,ISO-NE,CT,CT_CL&P,2026-06-27,ISO-NE,Transformer,False,43.29,115/345,"BRANCH_TOISL 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_IN_ISLAND","[101] 119718 MONTVILLE     115  119983 UNCASVILLE35  115  1  
[101] 119718 MONTVILLE     115  119709 MONTVILLE    69.0  2  
[101] 119718 MONTVILLE     115  119181 MONTVILE_371  345  2  
[101] 121834 UNCASVILLE1X 13.2  119983 UNCASVILLE35  115  1",BF_MONTV_24T,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110758,N. CAMBRIDGE,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,1049.14,746.0,67.0,-46.0,0,110758 N. CAMBRIDGE  345  110759 MYSTIC MA     345  1,-0.71,High Risk Upgrade,42.391608,-71.143221,Middlesex,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,27.51,345,"BRANCH_OPEN 
BRANCH_OPEN 
UNKNOWN_OUTAGE 
BRANCH_FROMISL","[101] 110758 N. CAMBRIDGE  345  110759 MYSTIC MA     345  2  
[101] 110755 NCAMB_365R    345  110758 N. CAMBRIDGE  345  1  
INVALID EVENT
[101] 110755 NCAMB_365R    345  110756 WOBURN        345  2",BF_NCAMB_108,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_111801,N.CAMBRIDG_R,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,746.0,67.0,-46.0,0,110758 N. CAMBRIDGE  345  110759 MYSTIC MA     345  1,-0.71,High Risk Upgrade,42.391608,-71.143221,Middlesex,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,27.51,345,"BRANCH_OPEN 
BRANCH_OPEN 
UNKNOWN_OUTAGE 
BRANCH_FROMISL","[101] 110758 N. CAMBRIDGE  345  110759 MYSTIC MA     345  2  
[101] 110755 NCAMB_365R    345  110758 N. CAMBRIDGE  345  1  
INVALID EVENT
[101] 110755 NCAMB_365R    345  110756 WOBURN        345  2",BF_NCAMB_108,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110767,KINGSTON_2,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,817.8,732.0,186.0,185.0,0,110759 MYSTIC MA     345  110767 KINGSTON_2    345  2,-0.89,High Risk Upgrade,42.351012,-71.059674,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,34.03,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110754,NCAMB_346R,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,872.96,717.0,179.0,-71.0,0,110754 NCAMB_346R    345  110756 WOBURN        345  1,-0.82,High Risk Upgrade,42.427032,-71.148667,Middlesex,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,33.32,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110755,NCAMB_365R,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,872.96,717.0,179.0,-71.0,0,110755 NCAMB_365R    345  110756 WOBURN        345  2,-0.82,High Risk Upgrade,42.427032,-71.148667,Middlesex,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,33.32,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110766,KINGSTON ST,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,791.28,712.0,182.0,177.0,0,110759 MYSTIC MA     345  110766 KINGSTON ST   345  1,-0.9,High Risk Upgrade,42.351012,-71.059674,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,34.39,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110756,WOBURN,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,1999.54,699.0,101.0,7.0,0,110756 WOBURN        345  114506 NGR_3136_NST  345  1,0.35,High Risk Upgrade,42.462457,-71.154113,Middlesex,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,12.61,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110986,WOBURN_R,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,699.0,101.0,7.0,0,110756 WOBURN        345  114506 NGR_3136_NST  345  1,0.35,High Risk Upgrade,42.462457,-71.154113,Middlesex,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,12.61,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100185,WESTBROOK,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,864.52,651.0,42.0,41.0,0,100165 SOUTH GORHAM  115  100185 WESTBROOK     115  2,-0.75,High Risk Upgrade,43.656734,-70.37617,Cumberland,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,15.17,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_IN_ISLAND","[101] 100165 SOUTH GORHAM  115  100185 WESTBROOK     115  1  
[101] 100160 WEST BUXTON   115  100165 SOUTH GORHAM  115  1  
[101] 100160 WEST BUXTON   115  100164 WATERBORO     115  1  
[101] 100162 SANFORD       115  100164 WATERBORO     115  1  
[101] 101417 WEST BUXTON  34.5  100160 WEST BUXTON   115  1  
[101] 102278 W.BUXPERRIER 34.5  100160 WEST BUXTON   115  2",BF_SGR_23-31,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106059,MONROE 1,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,640.6,641.0,39.0,0.0,0,106003 COMERFORD     230  106059 MONROE 1      230  1,-1.0,High Risk Upgrade,44.320837,-72.003209,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,6.41,230,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106059,MONROE 1,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,640.6,641.0,39.0,0.0,0,106003 COMERFORD     230  106059 MONROE 1      230  1,-1.0,High Risk Upgrade,44.320837,-72.003209,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,6.41,230,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106063,MONROE_C1,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,641.0,39.0,0.0,0,106003 COMERFORD     230  106059 MONROE 1      230  1,-1.0,High Risk Upgrade,44.320837,-72.003209,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,6.41,230,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106063,MONROE_C1,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,641.0,39.0,0.0,0,106003 COMERFORD     230  106059 MONROE 1      230  1,-1.0,High Risk Upgrade,44.320837,-72.003209,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,6.41,230,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100165,SOUTH GORHAM,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,1129.15,631.0,112.0,106.0,0,100089 SOUTH GORHAM  345  100165 SOUTH GORHAM  115  1,-0.56,High Risk Upgrade,43.643869,-70.431616,Cumberland,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Transformer,False,40.47,345/115,BRANCH_OPEN,[101] 100089 SOUTH GORHAM  345  100165 SOUTH GORHAM  115  2,TF_SGORHM_T2,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100307,S. GORHAM_C,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,631.0,112.0,106.0,0,100089 SOUTH GORHAM  345  100165 SOUTH GORHAM  115  1,-0.56,High Risk Upgrade,43.643869,-70.431616,Cumberland,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Transformer,False,40.47,345/115,BRANCH_OPEN,[101] 100089 SOUTH GORHAM  345  100165 SOUTH GORHAM  115  2,TF_SGORHM_T2,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100311,S.GORHAM_C1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,631.0,112.0,106.0,0,100089 SOUTH GORHAM  345  100165 SOUTH GORHAM  115  1,-0.56,High Risk Upgrade,43.643869,-70.431616,Cumberland,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Transformer,False,40.47,345/115,BRANCH_OPEN,[101] 100089 SOUTH GORHAM  345  100165 SOUTH GORHAM  115  2,TF_SGORHM_T2,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100312,S.GORHAM_C2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,631.0,112.0,106.0,0,100089 SOUTH GORHAM  345  100165 SOUTH GORHAM  115  1,-0.56,High Risk Upgrade,43.643869,-70.431616,Cumberland,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Transformer,False,40.47,345/115,BRANCH_OPEN,[101] 100089 SOUTH GORHAM  345  100165 SOUTH GORHAM  115  2,TF_SGORHM_T2,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114749,MINK ST_183,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,640.26,615.0,50.0,-47.0,0,115743 GRAND ARMY    115  117340 WARREN_83     115  1,-0.96,High Risk Upgrade,41.79039,-71.330319,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,14.46,115,"BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_TOISL 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ","[101] 117333 PHILLIP 83_T  115  117336 FRANKLIN SQ   115  1  
[101] 117304 WAMPANOG      115  117333 PHILLIP 83_T  115  1  
[101] 117333 PHILLIP 83_T  115  117576 FIRST_ST      115  1  
[101] 117307 PHILLIPDAL 2  115  117576 FIRST_ST      115  1  
[101] 117577 FIRST_ST1    12.5  117576 FIRST_ST      115  1  
[101] 117419 POINT ST T2   115  117420 POINT ST T2  12.5  1  
[101] 117405 SOUTH ST SC2 11.5  117450 SOUTH ST T2   115  1  
[101] 117336 FRANKLIN SQ   115  117419 POINT ST T2   115  1  
[101] 117419 POINT ST T2   115  117450 SOUTH ST T2   115  1  
[101] 117307 PHILLIPDAL 2  115  117398 PHILIPDL T2X 23.0  1  
[101] 117304 WAMPANOG      115  117361 WAMPANOG 2   12.5  1  
[101]117398 PHILIPDL T2X 23.0  -> 117400 PHILIPDL T1X 23.0 
[101]117398 PHILIPDL T2X 23.0  -> 117400 PHILIPDL T1X 23.0 
[101]117398 PHILIPDL T2X 23.0  -> 117400 PHILIPDL T1X 23.0 
[101]117398 PHILIPDL T2X 23.0  -> 117400 PHILIPDL T1X 23.0 
[101]117420 POINT ST T2  12.5  -> 117424 POINT ST T1  12.5 
[101]117420 POINT ST T2  12.5  -> 117424 POINT ST T1  12.5 
[101]117420 POINT ST T2  12.5  -> 117424 POINT ST T1  12.5 
[101]117420 POINT ST T2  12.5  -> 117424 POINT ST T1  12.5 
[101]117361 WAMPANOG 2   12.5  -> 117408 WAMPANOG     12.5 
[101]117361 WAMPANOG 2   12.5  -> 117408 WAMPANOG     12.5 
[101]117361 WAMPANOG 2   12.5  -> 117408 WAMPANOG     12.5 
[101]117361 WAMPANOG 2   12.5  -> 117408 WAMPANOG     12.5",BF_FRSQ_3-2T,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
