Bus ID,Bus Name,Bus Voltage (kV),Descriptive Powerflow Case,Sensitivity Case,Interconnection Type,Bus Interconnection Capacity (MW),Constraint Headroom (MW),Base Flow (MVA),Constraint Base Flow (MW),Number of Upgrades Assumed (Upgrades),Primary Limiting Constraint,Shift Factor (Number),Risk Level,Latitude (Degrees),Longitude (Degrees),County,ISO,State,Owner,Case Last Updated,Constraint Area,Constraint Type,Existing Overload Flag,Constraint AC Loading Ratio (Percentage),Constraint Voltage,Contingency Event,Contingency Event Facility,Contingency Name,Generator Modeling Assumptions,Interconnection Scenario,Study Year,Transmission Modeling Assumptions
ISO-NE_105425,MADBURY,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,136.4,136.0,38.0,-37.0,0,105425 MADBURY      34.5  104528 MADBURY       115  2,-1.0,Low Risk Upgrade,43.160341,-70.931333,Strafford,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,True,152.65,35/115,BRANCH_OPEN,[101] 105425 MADBURY      34.5  104528 MADBURY       115  1,BS_MADBURY_1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105579,KINGSTON-UTL,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,135.9,136.0,31.0,30.0,0,104720 KINGSTN2-UTL  115  105579 KINGSTON-UTL 34.5  1,-1.0,High Risk Upgrade,42.893984,-71.084166,Rockingham,ISO-NE,NH,NH_UNITIL,2026-06-27,ISO-NE,Transformer,False,88.8,115/35,BRANCH_OPEN,[101] 104719 KINGSTN1-UTL  115  104726 PEASLEE       115  1,LN_T10,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114405,RAILYARD_45,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,245.21,136.0,183.0,186.0,0,114405 RAILYARD_45   115  114418 W SALEM_45    115  1,0.55,High Risk Upgrade,42.513568,-70.896869,Essex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,69.54,115,BRANCH_OPEN,[101] 114406 RAILYARD_46   115  114417 SALEM HARBOR  115  1,NF_T146E-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_108476,CARVER FALLS,46.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,20.2,135.0,8.0,6.0,0,107730 WEST RUTLND   115  107740 BLISSVILLE    115  1,0.59,High Risk Upgrade,42.212299,-71.18711,Norfolk,ISO-NE,MA,VT_CV_BLISSV,2026-06-27,ISO-NE,Branch,False,37.61,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_TOISL","[101] 116009 NORTHFLD MT   345  116023 BERKSHIRE     345  1  
[101] 116023 BERKSHIRE     345  933424 1515_POI      345  1  
[101] 116312 BERKSHIRE     115  116023 BERKSHIRE     345  2  
[101] 116011 NORTHFLD-12   345  999959 NORTHFIELD_1 13.8  1  
[101] 116411 NORTHFIELD 1 13.8  999959 NORTHFIELD_1 13.8  1  
[101] 116412 NORTHFIELD 2 13.8  999959 NORTHFIELD_1 13.8  1  
[101] 116009 NORTHFLD MT   345  116011 NORTHFLD-12   345  1",BF_NTHFLD_2T,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113351,WESTMNSTR_A1,69.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,177.04,135.0,23.0,23.0,0,113329 E WSTNSTR_A1 69.0  113346 PRATTS JCT   69.0  1,0.76,High Risk Upgrade,42.550573,-71.924246,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,22.24,69,"BRANCH_CLOSE 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_CLOSE","[101] 113316 WSTMNSTR MA  69.0  113351 WESTMNSTR_A1 69.0  1  
[101] 113330 E WSTNSTR_B2 69.0  113346 PRATTS JCT   69.0  1  
[101] 113330 E WSTNSTR_B2 69.0  113352 WESTMNSTR_B2 69.0  1  
[101] 113342 CRYSTAL LAKE 69.0  113352 WESTMNSTR_B2 69.0  1  
[101] 113316 WSTMNSTR MA  69.0  113352 WESTMNSTR_B2 69.0  1  
[101] 113329 E WSTNSTR_A1 69.0  113330 E WSTNSTR_B2 69.0  1",LN_B-2S,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115441,MANSFIELD_82,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,135.4,135.0,13.0,14.0,0,114752 MANSFLD 82_T  115  114879 NGR_D182_MAN  115  1,-1.0,High Risk Upgrade,41.988435,-71.264136,Bristol,ISO-NE,MA,MA_MANSFLD_M,2026-06-27,ISO-NE,Branch,False,10.96,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114736,V148_TAP,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,466.48,134.0,36.0,37.0,0,117003 ROBINSON AVE  115  117013 P11_TAP       115  1,0.29,High Risk Upgrade,41.916557,-71.37427,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,20.97,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114736,V148_TAP,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,466.48,134.0,36.0,37.0,0,117003 ROBINSON AVE  115  117013 P11_TAP       115  1,0.29,High Risk Upgrade,41.916557,-71.37427,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,20.97,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113285,LITCHFLD ST,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,133.0,133.0,1.0,1.0,0,113285 LITCHFLD ST   115  113302 LITCHFLD_TAP  115  1,-1.0,High Risk Upgrade,42.508529,-71.745504,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,12.73,115,"BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_TOISL 
UNKNOWN_OUTAGE 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_FROMISL 
UNKNOWN_OUTAGE 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ","[101] 113314 LITCHFLD ST  69.0  113366 LITCHFLD ST1 13.8  1  
[101] 113347 PROSPECT T1  69.0  113384 PROSPECT T1  13.8  1  
[101] 113320 AYER         69.0  113441 PROSPCT_V22E 69.0  1  
INVALID EVENT
[101] 113347 PROSPECT T1  69.0  113348 PROSPECT_V22 69.0  1  
[101] 113314 LITCHFLD ST  69.0  113348 PROSPECT_V22 69.0  1  
[101] 113314 LITCHFLD ST  69.0  113346 PRATTS JCT   69.0  1  
INVALID EVENT
[101]113366 LITCHFLD ST1 13.8  -> 113381 LITCHFLD ST2 13.8 
[101]113366 LITCHFLD ST1 13.8  -> 113381 LITCHFLD ST2 13.8 
[101]113366 LITCHFLD ST1 13.8  -> 113381 LITCHFLD ST2 13.8 
[101]113366 LITCHFLD ST1 13.8  -> 113381 LITCHFLD ST2 13.8 
[101]113384 PROSPECT T1  13.8  -> 113385 PROSPECT T2  13.8 
[101]113384 PROSPECT T1  13.8  -> 113385 PROSPECT T2  13.8 
[101]113384 PROSPECT T1  13.8  -> 113385 PROSPECT T2  13.8 
[101]113384 PROSPECT T1  13.8  -> 113385 PROSPECT T2  13.8",LN_V-22,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113269,MILLBURY TL2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,135.34,132.0,14.0,-14.0,0,113269 MILLBURY TL2  115  113443 MILLBURY4 T2  115  1,-0.98,High Risk Upgrade,42.19168,-71.742704,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,11.88,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113310,W MAIN U21S,69.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,130.0,130.0,22.0,-22.0,0,113310 W MAIN U21S  69.0  113349 NGR_U21S_DEV 69.0  1,-1.0,High Risk Upgrade,42.553746,-71.623045,Middlesex,ISO-NE,MA,MA_DEVENS_M,2026-06-27,ISO-NE,Branch,False,20.41,69,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105334,LACONIA,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,128.6,129.0,34.0,-34.0,0,105334 LACONIA      34.5  104429 LACONIA-J125  115  2,-1.0,Low Risk Upgrade,43.52531,-71.452035,Belknap,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,True,147.21,35/115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 104418 WEBSTER       115  104440 LACONIA-L176  115  1  
[101] 105334 LACONIA      34.5  104440 LACONIA-L176  115  1",LN_L176,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105646,HUSE ROAD,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,128.9,129.0,36.0,-33.0,0,105646 HUSE ROAD    34.5  104803 HUSE ROAD     115  2,-1.0,Low Risk Upgrade,42.952998,-71.431461,Hillsborough,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,True,134.45,35/115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL","[101] 104802 HUSE ROAD 2   115  104803 HUSE ROAD     115  1  
[101] 105646 HUSE ROAD    34.5  104802 HUSE ROAD 2   115  1  
[101] 104748 SCOBIE POND   115  104802 HUSE ROAD 2   115  1",BF_HUSE_1580,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114786,MARLBORO_G7,69.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,129.0,129.0,28.0,27.0,0,114782 S MARLBRO_G7 69.0  114786 MARLBORO_G7  69.0  1,-1.0,High Risk Upgrade,42.343075,-71.547303,Middlesex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,27.75,69,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114786,MARLBORO_G7,69.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,129.0,129.0,28.0,27.0,0,114782 S MARLBRO_G7 69.0  114786 MARLBORO_G7  69.0  1,-1.0,High Risk Upgrade,42.343075,-71.547303,Middlesex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,27.75,69,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100146,PARK STREET,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,133.62,128.0,25.0,17.0,0,100145 SECT 206A TP  115  100146 PARK STREET   115  1,-0.95,High Risk Upgrade,44.108376,-69.134783,Knox,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,23.77,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110836,K STREET 1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,787.37,128.0,22.0,-18.0,0,110834 HIGH ST 510   115  110836 K STREET 1    115  1,0.16,High Risk Upgrade,42.3388,-71.03939,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,14.72,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110837,K STREET 2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,771.55,128.0,22.0,-17.0,0,110835 HIGH ST 511   115  110837 K STREET 2    115  1,0.17,High Risk Upgrade,42.339566,-71.038123,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,14.6,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110860,K STREET_R1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,128.0,22.0,-17.0,0,110835 HIGH ST 511   115  110837 K STREET 2    115  1,0.17,High Risk Upgrade,42.3388,-71.03939,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,14.6,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110926,ELECTRAV,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,301.43,128.0,8.0,7.0,0,110813 BRIGHTON A    115  110926 ELECTRAV      115  1,-0.42,High Risk Upgrade,42.36046,-71.147337,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,6.59,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110942,L STREET,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,75.0,128.0,22.0,-18.0,0,110834 HIGH ST 510   115  110836 K STREET 1    115  1,0.16,High Risk Upgrade,42.339435,-71.031206,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,14.72,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110954,K STREET_C2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,128.0,22.0,-18.0,0,110834 HIGH ST 510   115  110836 K STREET 1    115  1,0.16,High Risk Upgrade,42.3388,-71.03939,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,14.72,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110955,K STREET_C1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,128.0,22.0,-17.0,0,110835 HIGH ST 511   115  110837 K STREET 2    115  1,0.17,High Risk Upgrade,42.3388,-71.03939,Suffolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,14.6,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_111462,QP1148_POI,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,301.43,128.0,8.0,7.0,0,110813 BRIGHTON A    115  110926 ELECTRAV      115  1,-0.42,High Risk Upgrade,42.36263,-71.156827,Middlesex,ISO-NE,MA,GEN_BATTERY,2026-06-27,ISO-NE,Branch,False,6.59,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_111463,QP1148_SUB_H,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,301.43,128.0,8.0,7.0,0,110813 BRIGHTON A    115  110926 ELECTRAV      115  1,-0.42,High Risk Upgrade,42.36263,-71.156827,Middlesex,ISO-NE,MA,GEN_BATTERY,2026-06-27,ISO-NE,Branch,False,6.59,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115435,N ATLBORO_82,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,127.7,128.0,29.0,29.0,0,114754 N ATTLB 82_T  115  114877 NGR_D182_NAT  115  1,-1.0,High Risk Upgrade,41.989199,-71.296639,Bristol,ISO-NE,MA,MA_NATTLBR_M,2026-06-27,ISO-NE,Branch,False,28.95,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115680,HOBARTST_503,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,128.0,128.0,35.0,35.0,0,114867 NG478-503HLP  115  115680 HOBARTST_503  115  1,-1.0,High Risk Upgrade,42.221444,-70.905934,Plymouth,ISO-NE,MA,MA_HINGHAM_M,2026-06-27,ISO-NE,Branch,False,37.6,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115720,S8_TAP,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,288.68,128.0,32.0,32.0,0,115041 NGR_S8_TMLP   115  115686 CLEARY-TAUNT  115  1,0.44,High Risk Upgrade,41.815044,-71.104185,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,20.12,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105360,OAK HILL,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,126.3,126.0,38.0,-35.0,0,105360 OAK HILL     34.5  104473 FARMWOOD      115  2,-1.0,Low Risk Upgrade,43.276575,-71.543675,Merrimack,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,True,157.81,35/115,"BRANCH_OPEN 
SWSHUNT_OUTAGE","[101] 105360 OAK HILL     34.5  104473 FARMWOOD      115  1  
[101]104474 OAK HILL_C    115",BS_OAK_HIL_1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105503,PORTSMOUTH,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,125.5,126.0,24.0,-23.0,0,105503 PORTSMOUTH   34.5  104649 PORTSMOUTH    115  2,-1.0,High Risk Upgrade,43.128882,-70.858642,Strafford,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,False,65.18,35/115,"BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_TOISL 
SWSHUNT_OUTAGE 
BRANCH_OPEN","[101] 104605 SCHILLER      115  104671 OCEANRD-E194  115  1  
[101] 104605 SCHILLER      115  104626 NEWINGTN SS2  115  1  
[101] 104616 KSB PUMP TAP  115  104626 NEWINGTN SS2  115  1  
[101] 105503 PORTSMOUTH   34.5  104649 PORTSMOUTH    115  1  
[101] 104605 SCHILLER      115  105451 SCHILLER_G5  13.8  1  
[101]104606 SCHILLER_C2   115 
[101] 104605 SCHILLER      115  104649 PORTSMOUTH    115  1",BF_SCHLR_156,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106003,COMERFORD,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,734.28,126.0,97.0,98.0,0,104275 U199_T        115  104286 N-WOODSTOCK   115  1,0.17,Medium Risk Upgrade,44.320837,-72.00321,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,47.4,115,"BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_FROMISL","[101] 104111 MERRIMACK     230  104113 ES_A253_NGR   230  1  
[101] 104113 ES_A253_NGR   230  106011 DUNBARTAN TP  230  1  
[101] 106003 COMERFORD     230  106011 DUNBARTAN TP  230  1  
[101] 106011 DUNBARTAN TP  230  106013 N.LITCHFLD2   230  1  
[101] 104495 MERRIMACK-2   115  104836 GREGGS        115  1  
[101] 104495 MERRIMACK-2   115  104111 MERRIMACK     230  1  
[101] 104494 MERRIMACK-1   115  104495 MERRIMACK-2   115  1  
[101] 104495 MERRIMACK-2   115  104496 MERRIMACK-3   115  1",BF_MERIMC_53,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106006,COMERFORD T3,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,60.0,126.0,97.0,98.0,0,104275 U199_T        115  104286 N-WOODSTOCK   115  1,0.17,Medium Risk Upgrade,44.320837,-72.00321,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,47.4,115,"BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_FROMISL","[101] 104111 MERRIMACK     230  104113 ES_A253_NGR   230  1  
[101] 104113 ES_A253_NGR   230  106011 DUNBARTAN TP  230  1  
[101] 106003 COMERFORD     230  106011 DUNBARTAN TP  230  1  
[101] 106011 DUNBARTAN TP  230  106013 N.LITCHFLD2   230  1  
[101] 104495 MERRIMACK-2   115  104836 GREGGS        115  1  
[101] 104495 MERRIMACK-2   115  104111 MERRIMACK     230  1  
[101] 104494 MERRIMACK-1   115  104495 MERRIMACK-2   115  1  
[101] 104495 MERRIMACK-2   115  104496 MERRIMACK-3   115  1",BF_MERIMC_53,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106007,COMERFORD T4,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,60.0,126.0,97.0,98.0,0,104275 U199_T        115  104286 N-WOODSTOCK   115  1,0.17,Medium Risk Upgrade,44.320837,-72.00321,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,47.4,115,"BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_FROMISL","[101] 104111 MERRIMACK     230  104113 ES_A253_NGR   230  1  
[101] 104113 ES_A253_NGR   230  106011 DUNBARTAN TP  230  1  
[101] 106003 COMERFORD     230  106011 DUNBARTAN TP  230  1  
[101] 106011 DUNBARTAN TP  230  106013 N.LITCHFLD2   230  1  
[101] 104495 MERRIMACK-2   115  104836 GREGGS        115  1  
[101] 104495 MERRIMACK-2   115  104111 MERRIMACK     230  1  
[101] 104494 MERRIMACK-1   115  104495 MERRIMACK-2   115  1  
[101] 104495 MERRIMACK-2   115  104496 MERRIMACK-3   115  1",BF_MERIMC_53,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106029,COMRFRD T3T4,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,734.28,126.0,97.0,98.0,0,104275 U199_T        115  104286 N-WOODSTOCK   115  1,0.17,Medium Risk Upgrade,44.320837,-72.00321,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,47.4,115,"BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_FROMISL","[101] 104111 MERRIMACK     230  104113 ES_A253_NGR   230  1  
[101] 104113 ES_A253_NGR   230  106011 DUNBARTAN TP  230  1  
[101] 106003 COMERFORD     230  106011 DUNBARTAN TP  230  1  
[101] 106011 DUNBARTAN TP  230  106013 N.LITCHFLD2   230  1  
[101] 104495 MERRIMACK-2   115  104836 GREGGS        115  1  
[101] 104495 MERRIMACK-2   115  104111 MERRIMACK     230  1  
[101] 104494 MERRIMACK-1   115  104495 MERRIMACK-2   115  1  
[101] 104495 MERRIMACK-2   115  104496 MERRIMACK-3   115  1",BF_MERIMC_53,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
