Substation Name,Min Voltage (kV),Max Voltage (kV),Substation Owner,Substation Status,Type,Latitude (Degrees),Longitude (Degrees),County,Owner Source,State,Substation ID
Unknown171785,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.577142,-75.797532,Wyoming,Not Available,PA,or:electric_substation:26314
Unknown172870,,,NOT AVAILABLE,In Service,Substation,44.813906,-68.742082,Penobscot,Not Available,ME,or:electric_substation:26315
Risingdale #1109,,,National Grid,Not Available,Substation,42.230989,-73.351891,Berkshire,Openinfra,MA,or:electric_substation:26339
Beltzville,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.858507,-75.590918,Carbon,Estimated,PA,or:electric_substation:26342
Southampton,69.0,69.0,Long Island Power Authority,In Service,Substation,40.892654,-72.397696,Suffolk,Estimated,NY,or:electric_substation:26343
Greenville,35.0,35.0,NOT AVAILABLE,In Service,Substation,45.455681,-69.585767,Piscataquis,Not Available,ME,or:electric_substation:26376
Tap144360,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.334401,-75.309963,Bucks,Not Available,PA,or:electric_substation:26379
Enfield,115.0,115.0,Eversource,In Service,Substation,41.936323,-72.614849,Hartford,Estimated,CT,or:electric_substation:26380
Station 78,115.0,115.0,National Grid,In Service,Substation,43.036174,-78.863504,Niagara,Estimated,NY,or:electric_substation:26409
CANAL,69.0,69.0,Long Island Power Authority,In Service,Substation,40.889832,-72.49145,Suffolk,Estimated,NY,or:electric_substation:26410
Tap144361,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.33433,-75.310006,Bucks,Not Available,PA,or:electric_substation:26439
South Windsor,115.0,115.0,Eversource,In Service,Substation,41.840219,-72.60044,Hartford,Estimated,CT,or:electric_substation:26440
Dogtown,,,Central Maine Power Co,In Service,Substation,44.794258,-69.363762,Somerset,Estimated,ME,or:electric_substation:26444
Tap141156,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.239101,-76.780374,Dauphin,Not Available,PA,or:electric_substation:26450
Tiana,69.0,69.0,Long Island Power Authority,In Service,Substation,40.873343,-72.531619,Suffolk,Estimated,NY,or:electric_substation:26465
Military Road Station 210,115.0,115.0,National Grid,In Service,Substation,43.092784,-78.971467,Niagara,Estimated,NY,or:electric_substation:26471
Waverly Avenue,,,NOT AVAILABLE,In Service,Substation,44.781964,-69.381132,Somerset,Not Available,ME,or:electric_substation:26505
Lebanon,,,NOT AVAILABLE,Not Available,Tap,40.633111,-74.811034,Hunterdon,Not Available,NJ,or:electric_substation:26506
Blooming Glen,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.374133,-75.254755,Bucks,Estimated,PA,or:electric_substation:26507
Scitico,115.0,115.0,Eversource,In Service,Substation,41.978705,-72.510482,Hartford,Estimated,CT,or:electric_substation:26509
Peconic,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.048819,-72.469583,Suffolk,Not Available,NY,or:electric_substation:26520
Tap141157,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.23919,-76.780405,Dauphin,Not Available,PA,or:electric_substation:26531
Mtnaveps,69.0,69.0,NOT AVAILABLE,Not Available,Substation,40.580568,-74.518519,Somerset,Not Available,NJ,or:electric_substation:26534
Military Road Station 210,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.093041,-78.970037,Niagara,Not Available,NY,or:electric_substation:26541
Ld.Countyrd34.5,115.0,115.0,NOT AVAILABLE,In Service,Substation,44.788335,-69.736857,Somerset,Not Available,ME,or:electric_substation:26566
Tap174682,,,NOT AVAILABLE,Not Available,Tap,42.160649,-78.976619,Cattaraugus,Not Available,NY,or:electric_substation:26567
West River,115.0,115.0,United Illuminating Co,In Service,Substation,41.288471,-72.938025,New Haven,Estimated,CT,or:electric_substation:26588
Sellersville,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.33418,-75.303616,Bucks,Not Available,PA,or:electric_substation:26590
Northeast Simsbury,115.0,115.0,Eversource,In Service,Substation,41.90873,-72.792351,Hartford,Estimated,CT,or:electric_substation:26591
Union Falls,69.0,69.0,National Grid,In Service,Substation,44.510559,-73.913044,Clinton,Openinfra,NY,or:electric_substation:26597
97 Summit Park,115.0,115.0,National Grid,In Service,Substation,43.088301,-78.925964,Niagara,Openinfra,NY,or:electric_substation:26600
Randolph,,,NOT AVAILABLE,Not Available,Substation,42.161123,-78.976842,Cattaraugus,Not Available,NY,or:electric_substation:26601
Tap141158,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.163933,-76.581135,Lancaster,Not Available,PA,or:electric_substation:26606
Hallock Hill,115.0,115.0,NYSEG,In Service,Substation,44.51083,-73.51454,Clinton,Openinfra,NY,or:electric_substation:26616
Connellsville,138.0,138.0,NOT AVAILABLE,In Service,Substation,39.995035,-79.595996,Fayette,Not Available,PA,or:electric_substation:26630
Unknown172875,,,NOT AVAILABLE,In Service,Substation,44.713132,-67.457532,Washington,Not Available,ME,or:electric_substation:26634
Tap174684,,,NOT AVAILABLE,Not Available,Tap,42.205317,-78.998591,Cattaraugus,Not Available,NY,or:electric_substation:26641
Hatfield,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.301322,-75.305707,Montgomery,Estimated,PA,or:electric_substation:26650
Lower Saranac Hydroelectric Fa,,,NOT AVAILABLE,In Service,Substation,44.668973,-73.491697,Clinton,Not Available,NY,or:electric_substation:26656
Troy,115.0,115.0,Eversource,In Service,Substation,41.828721,-72.728601,Hartford,Estimated,CT,or:electric_substation:26657
217 Walmore,115.0,115.0,National Grid,In Service,Substation,43.101829,-78.926759,Niagara,Openinfra,NY,or:electric_substation:26660
Stepstone,115.0,115.0,Eversource,In Service,Substation,41.320727,-72.697613,New Haven,Estimated,CT,or:electric_substation:26661
Youngwood,138.0,138.0,West Penn Power Co,In Service,Substation,40.231816,-79.58116,Westmoreland,Estimated,PA,or:electric_substation:26664
Tap174685,,,NOT AVAILABLE,Not Available,Tap,42.242013,-79.061503,Chautauqua,Not Available,NY,or:electric_substation:26667
Yeagertown,230.0,230.0,First Energy,In Service,Substation,40.633439,-77.577258,Mifflin,Estimated,PA,or:electric_substation:26671
Tap141159,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.163868,-76.581039,Lancaster,Not Available,PA,or:electric_substation:26672
Ld.Vally_Ln34.5,115.0,115.0,Central Maine Power Co,In Service,Substation,43.519532,-70.41207,York,Estimated,ME,or:electric_substation:26680
S. Junction,46.0,46.0,NOT AVAILABLE,In Service,Substation,44.634579,-73.479997,Clinton,Not Available,NY,or:electric_substation:26690
Brook Road Station 369,34.0,34.0,NOT AVAILABLE,Not Available,Tap,43.063625,-73.848479,Saratoga,Not Available,NY,or:electric_substation:26695
Iron Bridge,138.0,138.0,West Penn Power Co,In Service,Substation,40.114509,-79.550344,Westmoreland,Openinfra,PA,or:electric_substation:26704
Lewistown,115.0,230.0,First Energy,In Service,Substation,40.580314,-77.590248,Mifflin,Estimated,PA,or:electric_substation:26705
Unknown125297,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.101675,-78.929583,Niagara,Not Available,NY,or:electric_substation:26714
Millstone,345.0,345.0,Eversource,In Service,Substation,41.314814,-72.165371,New London,Estimated,CT,or:electric_substation:26722
Tap144366,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.302821,-75.306386,Montgomery,Not Available,PA,or:electric_substation:26723
Raybrook,115.0,115.0,National Grid,In Service,Substation,44.301343,-74.082791,Essex,Openinfra,NY,or:electric_substation:26730
North Troy,115.0,115.0,NOT AVAILABLE,Not Available,Tap,42.801359,-73.656326,Rensselaer,Not Available,NY,or:electric_substation:26736
East Elizabethtown,69.0,69.0,PPL Electric Utilities Corp,In Service,Tap,40.164424,-76.58178,Lancaster,Openinfra,PA,or:electric_substation:26741
York Harbor,35.0,35.0,NOT AVAILABLE,In Service,Substation,43.14312,-70.643286,York,Not Available,ME,or:electric_substation:26749
Miun 1,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,39.994476,-76.350088,Lancaster,Openinfra,PA,or:electric_substation:2676
Lake Placid,115.0,115.0,Village of Lake Placid,In Service,Substation,44.27837,-73.998189,Essex,Openinfra,NY,or:electric_substation:26770
Tap174688,115.0,115.0,NOT AVAILABLE,Not Available,Tap,42.733684,-73.577132,Rensselaer,Not Available,NY,or:electric_substation:26775
Unknown125298,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.104005,-78.930624,Niagara,Not Available,NY,or:electric_substation:26781
Bear Swamp,69.0,230.0,National Grid,In Service,Substation,42.684078,-72.949893,Franklin,Estimated,MA,or:electric_substation:26791
Tiana,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.871961,-72.537638,Suffolk,Not Available,NY,or:electric_substation:26795
Tap144367,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.302806,-75.306236,Montgomery,Not Available,PA,or:electric_substation:26803
Sub 70,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.137116,-76.558275,Lancaster,Not Available,PA,or:electric_substation:26806
Unknown127978,115.0,115.0,Village of Lake Placid,In Service,Substation,44.274144,-73.975848,Essex,Openinfra,NY,or:electric_substation:26809
Coop Colebrook,,,NOT AVAILABLE,In Service,Substation,44.910332,-71.491697,Coos,Not Available,NH,or:electric_substation:26813
Yukon,138.0,500.0,NOT AVAILABLE,In Service,Substation,40.209913,-79.724613,Westmoreland,Not Available,PA,or:electric_substation:26837
Grand Island,115.0,115.0,National Grid,In Service,Substation,43.022833,-78.950447,Erie,Openinfra,NY,or:electric_substation:26839
Chestertown Station,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.837915,-73.765776,Essex,Not Available,NY,or:electric_substation:26841
Unknown135928,,,NOT AVAILABLE,In Service,Substation,40.988489,-72.549793,Suffolk,Not Available,NY,or:electric_substation:26867
Tap144368,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.30208,-75.304755,Montgomery,Not Available,PA,or:electric_substation:26868
East Longmeadow,,,National Grid,In Service,Substation,42.062655,-72.506641,Hampden,Estimated,MA,or:electric_substation:26870
Community Field,,,Eversource,In Service,Substation,44.470887,-71.176954,Coos,Estimated,NH,or:electric_substation:26873
Donegal,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.09524,-76.540659,Lancaster,Not Available,PA,or:electric_substation:26878
Bishop Street,,,Central Maine Power Co,In Service,Substation,43.686922,-70.298839,Cumberland,Estimated,ME,or:electric_substation:26896
Long Rd,115.0,115.0,National Grid,In Service,Substation,43.050407,-78.984111,Erie,Openinfra,NY,or:electric_substation:26898
Ticonderoga,115.0,115.0,National Grid,In Service,Substation,43.830464,-73.432239,Essex,Openinfra,NY,or:electric_substation:26901
Burgess Biopower,,,Burgess Biopower,In Service,Substation,44.471142,-71.174759,Coos,Estimated,NH,or:electric_substation:26932
Peconic,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.050013,-72.467609,Suffolk,Not Available,NY,or:electric_substation:26933
Tap140773,115.0,115.0,NOT AVAILABLE,In Service,Tap,41.918256,-72.612619,Hartford,Not Available,CT,or:electric_substation:26936
Tap144369,69.0,69.0,PPL Electric Utilities Corp,In Service,Tap,40.301032,-75.305846,Montgomery,Estimated,PA,or:electric_substation:26942
Tap141163,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.089304,-76.520378,Lancaster,Not Available,PA,or:electric_substation:26959
Reenergy Stratton Llc,115.0,115.0,"Reenergy Stratton, LLC",In Service,Substation,45.140764,-70.4247,Franklin,Estimated,ME,or:electric_substation:26962
Harper,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.08435,-79.014351,Niagara,Not Available,NY,or:electric_substation:26966
Republic,115.0,115.0,NOT AVAILABLE,In Service,Substation,44.088111,-73.51316,Essex,Not Available,NY,or:electric_substation:26968
Millersv,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,39.993964,-76.350641,Lancaster,Openinfra,PA,or:electric_substation:2697
Alder,,,Duquesne Light Co,In Service,Substation,40.448629,-79.713565,Allegheny,Estimated,PA,or:electric_substation:26976
Minooka,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.379978,-75.687498,Lackawanna,Estimated,PA,or:electric_substation:27
Tap135932,69.0,69.0,NOT AVAILABLE,In Service,Tap,41.098797,-72.390228,Suffolk,Not Available,NY,or:electric_substation:27002
Bloomfield,115.0,115.0,NOT AVAILABLE,In Service,Tap,41.844662,-72.70571,Hartford,Not Available,CT,or:electric_substation:27004
Fede Aps,138.0,138.0,West Penn Power Co,In Service,Substation,40.615127,-79.718879,Allegheny,Openinfra,PA,or:electric_substation:27006
Newtowns,66.0,66.0,PECO Energy Co,In Service,Substation,39.990264,-75.400542,Delaware,Openinfra,PA,or:electric_substation:27017
Swann Rd,115.0,115.0,National Grid,In Service,Substation,43.199723,-78.988857,Niagara,Openinfra,NY,or:electric_substation:27028
Tap141164,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.089196,-76.520153,Lancaster,Not Available,PA,or:electric_substation:27034
Starks,115.0,115.0,Central Maine Power Co,In Service,Substation,44.781043,-69.913786,Somerset,Estimated,ME,or:electric_substation:27038
Barton Brook,115.0,115.0,NYSEG,In Service,Substation,44.228723,-73.598922,Essex,Openinfra,NY,or:electric_substation:27044
Allelud4,138.0,138.0,West Penn Power Co,In Service,Substation,40.607732,-79.724973,Allegheny,Openinfra,PA,or:electric_substation:27046
Cross Power,,,NOT AVAILABLE,In Service,Substation,44.456597,-71.184891,Coos,Not Available,NH,or:electric_substation:27062
Unknown135933,,,NOT AVAILABLE,In Service,Substation,41.156546,-72.241771,Suffolk,Not Available,NY,or:electric_substation:27063
Tap140775,115.0,115.0,NOT AVAILABLE,In Service,Tap,41.830146,-72.561907,Hartford,Not Available,CT,or:electric_substation:27079
Five Points,138.0,138.0,West Penn Power Co,In Service,Substation,40.607483,-79.725586,Allegheny,Openinfra,PA,or:electric_substation:27084
Tap144371,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.039115,-75.476039,Chester,Not Available,PA,or:electric_substation:27086
Norton,,,NOT AVAILABLE,In Service,Substation,44.234063,-73.776433,Essex,Not Available,NY,or:electric_substation:27099
Tap136738,115.0,115.0,NOT AVAILABLE,In Service,Tap,44.785672,-69.908501,Somerset,Not Available,ME,or:electric_substation:27106
Donegal,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.088861,-76.520824,Lancaster,Not Available,PA,or:electric_substation:27112
Jaffrey,,,NOT AVAILABLE,In Service,Substation,42.872842,-71.960732,Hillsborough,Not Available,NH,or:electric_substation:27132
Lakenaom,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.115287,-75.427435,Monroe,Estimated,PA,or:electric_substation:27148
Tap140776,115.0,115.0,NOT AVAILABLE,In Service,Tap,41.830153,-72.561694,Hartford,Not Available,CT,or:electric_substation:27163
Crown Point,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.951184,-73.419438,Essex,Not Available,NY,or:electric_substation:27169
North Catskill,69.0,69.0,NOT AVAILABLE,In Service,Substation,42.234416,-73.868168,Greene,Not Available,NY,or:electric_substation:27174
Tap141167,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.06086,-76.585026,Lancaster,Not Available,PA,or:electric_substation:27179
Ld.Embden 12.5,115.0,115.0,Central Maine Power Co,In Service,Substation,44.958265,-69.885214,Somerset,Estimated,ME,or:electric_substation:27183
New London,,,NOT AVAILABLE,In Service,Substation,43.410741,-71.98959,Merrimack,Not Available,NH,or:electric_substation:27187
Deerfield 2,69.0,69.0,National Grid,In Service,Substation,42.573221,-72.707273,Franklin,Openinfra,MA,or:electric_substation:27239
Tap170903,69.0,69.0,NOT AVAILABLE,In Service,Tap,39.993649,-76.342167,Lancaster,Not Available,PA,or:electric_substation:2724
Lawrenceville,69.0,69.0,Central Hudson Gas & Elec Corp,In Service,Substation,42.223613,-73.986214,Greene,Estimated,NY,or:electric_substation:27243
Tap141168,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.060748,-76.585023,Lancaster,Not Available,PA,or:electric_substation:27255
Pleasant St.,,,NOT AVAILABLE,In Service,Substation,43.195304,-71.563943,Merrimack,Not Available,NH,or:electric_substation:27256
Embden,115.0,115.0,NOT AVAILABLE,In Service,Tap,44.957206,-69.885859,Somerset,Not Available,ME,or:electric_substation:27265
Belfast,115.0,115.0,Met-Ed,In Service,Substation,40.765311,-75.27079,Northampton,Openinfra,PA,or:electric_substation:27291
Lauschtown,230.0,230.0,NOT AVAILABLE,In Service,Tap,40.21554,-76.010719,Lancaster,Not Available,PA,or:electric_substation:27294
Saugerties,69.0,69.0,NOT AVAILABLE,In Service,Substation,42.083147,-73.97057,Ulster,Not Available,NY,or:electric_substation:27302
Ashfield,115.0,115.0,Eversource,In Service,Tap,42.538021,-72.791066,Franklin,Openinfra,MA,or:electric_substation:27312
Hampton Beach,,,Unitil Coprporation,In Service,Substation,42.916271,-70.812547,Rockingham,Estimated,NH,or:electric_substation:27315
Embden,115.0,115.0,Central Maine Power Co,In Service,Tap,44.959067,-69.885794,Somerset,Openinfra,ME,or:electric_substation:27338
Lincoln Park,115.0,115.0,NOT AVAILABLE,In Service,Substation,41.964234,-73.995062,Ulster,Not Available,NY,or:electric_substation:27363
Earl Road,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.107976,-76.044787,Lancaster,Not Available,PA,or:electric_substation:27368
Ld.Ashfield23,115.0,115.0,Eversource,In Service,Tap,42.537955,-72.791289,Franklin,Openinfra,MA,or:electric_substation:27393
Tap141171,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.107127,-76.069221,Lancaster,Not Available,PA,or:electric_substation:27407
Unknown171523,,,NOT AVAILABLE,In Service,Substation,40.021509,-78.493006,Bedford,Not Available,PA,or:electric_substation:27410
Tap136743,115.0,115.0,NOT AVAILABLE,In Service,Tap,44.958371,-69.885505,Somerset,Not Available,ME,or:electric_substation:27411
East Kingston,115.0,115.0,NOT AVAILABLE,In Service,Substation,41.943823,-73.975028,Ulster,Not Available,NY,or:electric_substation:27423
Tap141172,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.267066,-76.815103,Dauphin,Not Available,PA,or:electric_substation:27448
Ld.Sears 69,69.0,69.0,Green Mountain Power Corp,In Service,Substation,42.85977,-72.973408,Bennington,Estimated,VT,or:electric_substation:27451
Pochassic,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.113281,-72.871514,Hampden,Not Available,MA,or:electric_substation:27454
Unknown171524,,,NOT AVAILABLE,In Service,Substation,40.016389,-78.484613,Bedford,Not Available,PA,or:electric_substation:27480
Tap141173,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.267126,-76.815104,Dauphin,Not Available,PA,or:electric_substation:27482
Unknown156966,69.0,69.0,NOT AVAILABLE,In Service,Substation,46.573638,-67.909528,Aroostook,Not Available,ME,or:electric_substation:27485
Ludden Lane,115.0,115.0,Central Maine Power Co,In Service,Substation,44.49649,-70.336741,Oxford,Estimated,ME,or:electric_substation:27486
Hurley Avenue,69.0,345.0,NOT AVAILABLE,In Service,Substation,41.936816,-74.047592,Ulster,Not Available,NY,or:electric_substation:27492
Woodstock South,69.0,69.0,NOT AVAILABLE,In Service,Substation,46.141579,-67.852018,Aroostook,Not Available,ME,or:electric_substation:27513
Tap170904,69.0,69.0,NOT AVAILABLE,In Service,Tap,39.993733,-76.342048,Lancaster,Not Available,PA,or:electric_substation:2752
Tap141174,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.296083,-76.754987,Dauphin,Not Available,PA,or:electric_substation:27522
Pochassic,69.0,69.0,Eversource,In Service,Substation,42.116023,-72.865879,Hampden,Estimated,MA,or:electric_substation:27528
Saranac Facility,115.0,115.0,NOT AVAILABLE,In Service,Substation,44.714683,-73.456729,Clinton,Not Available,NY,or:electric_substation:27531
Stolle Road,,,NOT AVAILABLE,In Service,Substation,42.897555,-78.522721,Erie,Not Available,NY,or:electric_substation:27541
Unknown171525,,,NOT AVAILABLE,In Service,Substation,40.353985,-78.424366,Blair,Not Available,PA,or:electric_substation:27544
Unknown156968,69.0,69.0,NOT AVAILABLE,In Service,Substation,46.681555,-68.009921,Aroostook,Not Available,ME,or:electric_substation:27546
Gulf Island,115.0,115.0,NOT AVAILABLE,In Service,Tap,44.195523,-70.291198,Androscoggin,Not Available,ME,or:electric_substation:27554
Tap141175,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.29679,-76.755401,Dauphin,Not Available,PA,or:electric_substation:27557
Milan,115.0,115.0,NOT AVAILABLE,In Service,Substation,41.974402,-73.798777,Dutchess,Not Available,NY,or:electric_substation:27559
Unknown125034,,,NOT AVAILABLE,In Service,Substation,44.699328,-73.47878,Clinton,Not Available,NY,or:electric_substation:27566
Java,,,NOT AVAILABLE,In Service,Substation,42.645512,-78.535384,Erie,Not Available,NY,or:electric_substation:27584
Unknown156969,69.0,69.0,NOT AVAILABLE,In Service,Substation,46.684339,-68.161193,Aroostook,Not Available,ME,or:electric_substation:27587
Ld.Gunn 23,115.0,115.0,Eversource,In Service,Substation,42.235971,-72.685214,Hampshire,Estimated,MA,or:electric_substation:27589
Tap141176,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.29793,-76.754028,Dauphin,Not Available,PA,or:electric_substation:27592
Keeseville,46.0,46.0,NOT AVAILABLE,In Service,Substation,44.509789,-73.495945,Clinton,Not Available,NY,or:electric_substation:27600
Canyon,230.0,230.0,NOT AVAILABLE,In Service,Substation,41.704601,-76.215654,Bradford,Not Available,PA,or:electric_substation:27618
Ld.Challeng34.5,115.0,115.0,Central Maine Power Co,In Service,Substation,44.069229,-70.186444,Androscoggin,Estimated,ME,or:electric_substation:27623
Alabama Switch,,,NOT AVAILABLE,In Service,Substation,43.145819,-78.538588,Niagara,Not Available,NY,or:electric_substation:27626
Tap141177,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.297476,-76.752663,Dauphin,Not Available,PA,or:electric_substation:27634
Rainbow Falls Auscble,46.0,46.0,NOT AVAILABLE,In Service,Substation,44.52354,-73.462142,Clinton,Not Available,NY,or:electric_substation:27635
Rhinebeck,115.0,115.0,NOT AVAILABLE,In Service,Substation,41.940062,-73.908094,Dutchess,Not Available,NY,or:electric_substation:27636
Cedar,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.240629,-76.851467,Dauphin,Not Available,PA,or:electric_substation:27662
Ld.N_Canal 34.5,115.0,115.0,Holyoke Gas & Electric,In Service,Substation,42.199774,-72.597199,Hampden,Estimated,MA,or:electric_substation:27666
Lyndonville,,,NOT AVAILABLE,In Service,Substation,43.325426,-78.386588,Orleans,Not Available,NY,or:electric_substation:27668
Arizona,46.0,46.0,NOT AVAILABLE,In Service,Substation,44.666543,-73.462391,Clinton,Not Available,NY,or:electric_substation:27670
Canyon Switching Station,230.0,230.0,Pennsylvania Electric Co,In Service,Substation,41.700305,-76.219173,Bradford,Openinfra,PA,or:electric_substation:27686
Lewiston Lower,115.0,115.0,Central Maine Power Co,In Service,Substation,44.086768,-70.211829,Androscoggin,Estimated,ME,or:electric_substation:27694
Unknown125038,,,NOT AVAILABLE,In Service,Substation,40.06543,-78.898269,Somerset,Not Available,PA,or:electric_substation:27698
Unknown145364,,,NOT AVAILABLE,In Service,Substation,43.070138,-78.293626,Genesee,Not Available,NY,or:electric_substation:27709
Ohioville,69.0,115.0,Central Hudson Gas & Elec Corp,In Service,Substation,41.740262,-74.049776,Ulster,Estimated,NY,or:electric_substation:27712
Tyronen,115.0,115.0,Algonquin Power,In Service,Substation,40.745384,-78.222438,Centre,Openinfra,PA,or:electric_substation:27732
Ld.Memorial13.8,115.0,115.0,Chicopee Municipal Lighting Plant,In Service,Substation,42.195602,-72.575761,Hampden,Estimated,MA,or:electric_substation:27743
Tap141179,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.168075,-75.983108,Lancaster,Not Available,PA,or:electric_substation:27745
Scotch Hollow,230.0,230.0,NOT AVAILABLE,In Service,Substation,41.743048,-76.460636,Bradford,Not Available,PA,or:electric_substation:27755
Prides Corner,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.731927,-70.356757,Cumberland,Not Available,ME,or:electric_substation:27763
Philipsburg,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,40.903139,-78.21244,Centre,Openinfra,PA,or:electric_substation:27767
OAKFLDTP,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.062726,-78.281731,Genesee,Not Available,NY,or:electric_substation:27785
Tpe Pennsylvania Solar 1,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.199014,-76.14296,Lancaster,Not Available,PA,or:electric_substation:27786
North Mildred,115.0,115.0,Central Hudson,In Service,Substation,41.710508,-73.955762,Ulster,Openinfra,NY,or:electric_substation:27788
Tyrone North,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,40.668919,-78.269157,Blair,Estimated,PA,or:electric_substation:27801
Scotchho,230.0,230.0,Pennsylvania Electric Co,In Service,Substation,41.746474,-76.464173,Bradford,Openinfra,PA,or:electric_substation:27823
Tap140789,69.0,69.0,NOT AVAILABLE,In Service,Tap,42.601465,-72.723423,Franklin,Not Available,MA,or:electric_substation:27825
Unknown145366,,,NOT AVAILABLE,In Service,Substation,42.928602,-78.392523,Genesee,Not Available,NY,or:electric_substation:27826
Tap141181,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.223297,-76.128654,Lancaster,Not Available,PA,or:electric_substation:27827
Reynolds Hill,69.0,115.0,NOT AVAILABLE,In Service,Substation,41.710313,-73.939042,Dutchess,Not Available,NY,or:electric_substation:27829
Twin Valley,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.150027,-75.863508,Berks,Openinfra,PA,or:electric_substation:27835
Bigelow,115.0,115.0,NOT AVAILABLE,In Service,Substation,45.104716,-70.358395,Franklin,Not Available,ME,or:electric_substation:27838
Tpe Pennsylvania Solar 1,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.209436,-76.187554,Lancaster,Not Available,PA,or:electric_substation:27861
Unknown174348,,,NOT AVAILABLE,Not Available,Substation,41.755347,-70.650641,Plymouth,Not Available,MA,or:electric_substation:27892
Furnace View Farms,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.31008,-76.108544,Berks,Not Available,PA,or:electric_substation:27896
Inwood Ave,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.728144,-73.918114,Dutchess,Not Available,NY,or:electric_substation:27898
Darien Station,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.923501,-78.389303,Genesee,Not Available,NY,or:electric_substation:27902
Morgantown,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.166945,-75.882942,Berks,Not Available,PA,or:electric_substation:27904
Old Orchard Beach,35.0,35.0,NOT AVAILABLE,In Service,Substation,43.519126,-70.384222,York,Not Available,ME,or:electric_substation:27907
Tap140790,69.0,69.0,NOT AVAILABLE,In Service,Tap,42.60139,-72.723448,Franklin,Not Available,MA,or:electric_substation:27908
Pequestr,,,Jersey Central Power & Lt Co,Not Available,Substation,40.844278,-75.068384,Warren,Openinfra,NJ,or:electric_substation:27934
Tap141184,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.168216,-76.27336,Lancaster,Not Available,PA,or:electric_substation:27938
Earl Road,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.107434,-76.06951,Lancaster,Openinfra,PA,or:electric_substation:27939
Ld.Goosefar12,115.0,115.0,Central Maine Power Co,In Service,Substation,43.522879,-70.449807,York,Estimated,ME,or:electric_substation:27941
Attica Station,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.865357,-78.271003,Wyoming,Not Available,NY,or:electric_substation:27942
Station 43,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.186386,-77.553113,Monroe,Not Available,NY,or:electric_substation:27959
